cause_of_death,year_of_death,county_of_residence,deaths,population,crude_rate,age_adjusted_rate,variance
Stroke,2015,Fremont,29,46283,62.65799538,40.30310231,56.93065222
Stroke,2015,Garfield,13,57798,22.49212776,30.61910356,72.95111978
Stroke,2015,Gilpin,,5792.727123,,,
Stroke,2015,Grand,3,14726,20.37213093,27.70985831,254.2660142
Stroke,2015,Gunnison,3,16134,18.59427296,24.76247669,225.8373659
Stroke,2015,Hinsdale,,757.5482566,,,
Stroke,2015,Huerfano,7,6386,109.6147823,46.64540701,314.645513
Stroke,2015,Jackson,,1352,,,
Stroke,2015,Jefferson,202,565118,35.74474712,31.07113444,4.900420432
Stroke,2015,Kiowa,,1379.87571,,,
Stroke,2015,Kit Carson,3,8205,36.5630713,23.60711826,191.2731977
Stroke,2015,Lake,,7399,,,
Stroke,2015,La Plata,15,54758,27.39325761,28.18220051,53.73776177
Stroke,2015,Larimer,132,333473,39.58341455,37.44203022,10.76833092
Stroke,2015,Las Animas,6,14047,42.71374671,28.43796147,147.4726589
Stroke,2015,Lincoln,,5548,,,
Stroke,2015,Logan,11,22016,49.96366279,38.50459778,140.6822212
Stroke,2015,Mesa,63,148664,42.37744175,30.10252859,14.9886081
Stroke,2015,Mineral,,735.4752938,,,
Stroke,2015,Moffat,5,12952,38.60407659,37.4109453,289.8290711
Stroke,2015,Montezuma,14,25690,54.49591281,36.68584321,100.1716149
Stroke,2015,Montrose,23,40580,56.67816659,33.37008705,50.14378923
Stroke,2015,Morgan,12,28215,42.53056885,33.35972587,94.0088774
Stroke,2015,Otero,13,18182,71.49928501,47.08862588,177.1808452
Stroke,2015,Ouray,,4597,,,
Stroke,2015,Park,5,16714,29.91504128,40.00025615,373.0404193
Stroke,2015,Phillips,,4328,,,
Stroke,2015,Pitkin,,17948,,,
Stroke,2015,Prowers,4,11928,33.53454058,24.28475922,149.696409
Stroke,2015,Pueblo,101,162717,62.07095755,46.58145578,21.9735242
Stroke,2015,Rio Blanco,5,6484,77.11289328,72.61837832,1071.141484
Stroke,2015,Rio Grande,5,11336,44.10726888,34.76638927,243.4638195
Stroke,2015,Routt,7,24370,28.72384079,48.3157723,344.8009607
Stroke,2015,Saguache,,6265,,,
Stroke,2015,San Juan,,681.3053652,,,
Stroke,2015,San Miguel,,7838,,,
Stroke,2015,Sedgwick,3,2368.012051,126.6885445,73.34467627,2480.03517
Stroke,2015,Summit,,30051,,,
Stroke,2015,Teller,6,23356,25.68933037,19.67879072,75.63867149
Stroke,2015,Washington,5,4619,108.2485386,54.28218966,638.5897691
Stroke,2015,Weld,83,285027,29.12004828,34.5412969,14.49484171
Stroke,2015,Yuma,6,10061,59.63621906,43.95709412,325.4673264
Stroke,2015,Unknown,,,,,
Stroke,2016,Colorado,1925,5542174.734,34.73365768,34.96239465,0.648842649
Stroke,2016,Adams,168,498007,33.73446558,46.75658067,13.45259978
Stroke,2016,Alamosa,10,16035,62.36357967,66.58204693,454.4716405
Stroke,2016,Arapahoe,208,638513,32.57568757,35.37927061,6.157187
Stroke,2016,Archuleta,5,12843,38.93171377,28.96032471,178.1732025
Stroke,2016,Baca,,3525,,,
Stroke,2016,Bent,,5637,,,
Stroke,2016,Boulder,98,322201,30.41579635,31.42975672,10.3930162
Stroke,2016,Broomfield,22,66449,33.10809794,32.91670267,49.12345035
Stroke,2016,Chaffee,11,19116,57.54341913,31.80048502,91.73262229
Stroke,2016,Cheyenne,,1854,,,
Stroke,2016,Clear Creek,,9392,,,
Stroke,2016,Conejos,4,8022,49.86287709,40.80534475,473.4917118
Stroke,2016,Costilla,,3706,,,
Stroke,2016,Crowley,3,5252,57.12109673,48.87101947,799.6060098
Stroke,2016,Custer,,4577,,,
Stroke,2016,Delta,20,30372,65.85012512,35.21763217,65.61073594
Stroke,2016,Denver,214,697744,30.67027449,32.95571682,5.324468222
Stroke,2016,Dolores,,2046.995179,,,
Stroke,2016,Douglas,63,328548,19.17528032,29.52097113,14.70358655
Stroke,2016,Eagle,3,54529,5.501659667,14.11361317,79.22521473
Stroke,2016,Elbert,8,25112,31.85727939,38.87961339,226.6437515
Stroke,2016,El Paso,237,689481,34.37368107,40.31374013,6.983135643
Stroke,2016,Fremont,24,46995,51.06926269,30.88742198,39.77626415
Stroke,2016,Garfield,9,58930,15.27235703,15.12222409,27.99095699
Stroke,2016,Gilpin,,5906,,,
Stroke,2016,Grand,4,15179,26.35219711,23.07982374,158.2237705
Stroke,2016,Gunnison,4,16449,24.3175877,28.81438037,235.501422
Stroke,2016,Hinsdale,,779.0876185,,,
Stroke,2016,Huerfano,5,6568,76.12667479,33.97783476,231.2361515
Stroke,2016,Jackson,,1354.923913,,,
Stroke,2016,Jefferson,245,571648,42.85854232,36.79943706,5.670913907
Stroke,2016,Kiowa,,1340.806167,,,
Stroke,2016,Kit Carson,6,7639,78.54431208,55.29860373,513.7701924
Stroke,2016,Lake,3,7535,39.8142004,34.18798425,399.9769058
Stroke,2016,La Plata,28,55414,50.52874725,51.92167462,98.26324649
Stroke,2016,Larimer,137,339182,40.39129435,37.04885829,10.22913386
Stroke,2016,Las Animas,6,14073,42.63483266,30.44898851,194.692009
Stroke,2016,Lincoln,4,5552,72.04610951,40.47628027,417.9131087
Stroke,2016,Logan,7,21963,31.87178437,22.60182885,73.65028737
Stroke,2016,Mesa,78,150321,51.88895763,35.61418577,16.83050432
Stroke,2016,Mineral,,749.9263177,,,
Stroke,2016,Moffat,4,13164,30.38590094,28.75422483,213.3606181
Stroke,2016,Montezuma,19,25981,73.1303645,50.54206241,142.7757306
Stroke,2016,Montrose,30,41160,72.88629738,46.33077318,77.45303912
Stroke,2016,Morgan,8,28152,28.41716397,23.74513324,75.81211764
Stroke,2016,Otero,13,18203,71.41679943,47.99785287,199.7601173
Stroke,2016,Ouray,,4778,,,
Stroke,2016,Park,6,17338,34.6060676,30.86991752,212.9894592
Stroke,2016,Phillips,3,4286,69.99533364,38.43565349,521.0811131
Stroke,2016,Pitkin,,17972,,,
Stroke,2016,Prowers,8,11934,67.03536115,55.02605925,394.7773165
Stroke,2016,Pueblo,68,164459,41.34769152,30.53278626,14.4720571
Stroke,2016,Rio Blanco,,6438,,,
Stroke,2016,Rio Grande,4,11335,35.2889281,22.89663817,132.3248744
Stroke,2016,Routt,5,24711,20.23390393,22.56716575,119.2100139
Stroke,2016,Saguache,,6425,,,
Stroke,2016,San Juan,,682.531712,,,
Stroke,2016,San Miguel,,8019,,,
Stroke,2016,Sedgwick,,2390.462567,,,
Stroke,2016,Summit,4,30566,13.08643591,24.49709511,201.0162348
Stroke,2016,Teller,9,24027,37.45785991,31.18852436,118.8613704
Stroke,2016,Washington,,4669,,,
Stroke,2016,Weld,85,294867,28.8265557,32.54643875,12.6177356
Stroke,2016,Yuma,6,10077,59.54153022,43.84189464,322.7751359
Stroke,2016,Unknown,,,,,
Stroke,2017,Colorado,1980,5615697.345,35.25831039,35.06008377,0.632088215
Stroke,2017,Adams,149,503890,29.56994582,40.5864758,11.41125445
Stroke,2017,Alamosa,12,16094,74.56194855,85.25786983,604.2227148
Stroke,2017,Arapahoe,210,644088,32.60424041,35.5797703,6.125519385
Stroke,2017,Archuleta,6,13314,45.06534475,37.61643332,246.3983035
Stroke,2017,Baca,4,3546,112.8031585,58.83181607,1317.919803
Stroke,2017,Bent,4,5834,68.56359273,53.98228235,781.4429076
Stroke,2017,Boulder,110,323367,34.01707657,34.96393931,11.44068723
Stroke,2017,Broomfield,15,68182,21.99994133,21.59314923,31.00613876
Stroke,2017,Chaffee,12,19661,61.03453538,34.57382227,99.19504188
Stroke,2017,Cheyenne,,1853.635295,,,
Stroke,2017,Clear Creek,4,9614,41.60599126,31.97894173,301.0575419
Stroke,2017,Conejos,,8120,,,
Stroke,2017,Costilla,,3772,,,
Stroke,2017,Crowley,,5825,,,
Stroke,2017,Custer,,4854,,,
Stroke,2017,Delta,21,30578,68.67682648,34.75847202,57.67731258
Stroke,2017,Denver,237,706615,33.54018808,36.90120982,6.005041711
Stroke,2017,Dolores,,2039,,,
Stroke,2017,Douglas,68,336149,20.22912459,30.27628917,14.15866417
Stroke,2017,Eagle,3,54905,5.463983244,16.46004516,89.35247614
Stroke,2017,Elbert,4,25733,15.5442428,21.34347321,128.562644
Stroke,2017,El Paso,258,701363,36.7855162,42.32882936,7.054313175
Stroke,2017,Fremont,25,47590,52.53204455,32.26306058,42.55238761
Stroke,2017,Garfield,13,59145,21.97987996,25.28702844,51.50174319
Stroke,2017,Gilpin,,6008,,,
Stroke,2017,Grand,3,15363,19.52743605,14.53148825,81.37172281
Stroke,2017,Gunnison,3,16891,17.76093778,23.14928403,194.4262901
Stroke,2017,Hinsdale,,782.2823599,,,
Stroke,2017,Huerfano,7,6619,105.7561565,45.72852595,299.6470387
Stroke,2017,Jackson,,1374.025278,,,
Stroke,2017,Jefferson,236,575722,40.99200656,35.01757401,5.335232735
Stroke,2017,Kiowa,,1364,,,
Stroke,2017,Kit Carson,3,7162,41.88774086,21.23269187,148.2182429
Stroke,2017,Lake,3,7710,38.91050584,43.34292411,655.1434218
Stroke,2017,La Plata,21,55646,37.73856162,36.96305461,66.29724207
Stroke,2017,Larimer,140,344267,40.6661109,36.47807241,9.619402313
Stroke,2017,Las Animas,4,14209,28.15117179,20.25844126,116.0299314
Stroke,2017,Lincoln,3,5526,54.2888165,40.9393098,556.8728715
Stroke,2017,Logan,14,21864,64.03219905,45.37915178,148.6641027
Stroke,2017,Mesa,86,151965,56.59197842,37.64814794,17.02915346
Stroke,2017,Mineral,,741.6460961,,,
Stroke,2017,Moffat,4,13108,30.51571559,28.88761739,214.1943465
Stroke,2017,Montezuma,14,26098,53.64395739,34.86434261,91.94320512
Stroke,2017,Montrose,15,41786,35.89719045,19.87960806,26.52961122
Stroke,2017,Morgan,12,28266,42.45383146,31.91981397,86.05679748
Stroke,2017,Otero,5,18367,27.22273643,16.14421312,52.86565864
Stroke,2017,Ouray,,4799,,,
Stroke,2017,Park,,17882,,,
Stroke,2017,Phillips,4,4294,93.15323708,51.83950062,697.5752823
Stroke,2017,Pitkin,,17972,,,
Stroke,2017,Prowers,10,11992,83.38892595,55.48212765,302.3210392
Stroke,2017,Pueblo,70,165962,42.17832998,28.68938531,11.87714726
Stroke,2017,Rio Blanco,4,6351,62.98220753,51.06277287,656.4489669
Stroke,2017,Rio Grande,9,11282,79.77308988,55.42613456,373.1133041
Stroke,2017,Routt,5,25187,19.8515107,23.89065299,131.8817601
Stroke,2017,Saguache,4,6646,60.18657839,38.58118714,402.6147267
Stroke,2017,San Juan,,703.7554631,,,
Stroke,2017,San Miguel,,8036,,,
Stroke,2017,Sedgwick,,2312,,,
Stroke,2017,Summit,5,30828,16.21902167,19.34140405,102.1649508
Stroke,2017,Teller,5,24646,20.28726771,13.34863846,40.9314776
Stroke,2017,Washington,,4756,,,
Stroke,2017,Weld,113,305088,37.03849381,42.57746136,16.21843977
Stroke,2017,Yuma,4,9990,40.04004004,26.11389614,169.2693853
Stroke,2017,Unknown,,,,,
Stroke,2018,Colorado,1992,5696855.757,34.96665678,33.97310648,0.58772248
Stroke,2018,Adams,170,511707,33.22213689,43.33602033,11.39820558
Stroke,2018,Alamosa,3,16225,18.48998459,20.7101772,142.4750376
Stroke,2018,Arapahoe,216,651710,33.14357613,34.7743109,5.695746599
Stroke,2018,Archuleta,9,13734,65.53079948,40.64131652,188.6144253
Stroke,2018,Baca,3,3554,84.41193022,33.51690865,414.7522493
Stroke,2018,Bent,,5819,,,
Stroke,2018,Boulder,126,325637,38.69339172,38.40241273,11.87151987
Stroke,2018,Broomfield,22,69591,31.61328333,29.5888447,39.69872099
Stroke,2018,Chaffee,13,20063,64.79589294,33.05844879,84.08721121
Stroke,2018,Cheyenne,,1851.470374,,,
Stroke,2018,Clear Creek,,9652,,,
Stroke,2018,Conejos,4,8139,49.14608674,34.75922445,305.1382629
Stroke,2018,Costilla,,3816,,,
Stroke,2018,Crowley,,5939,,,
Stroke,2018,Custer,,4924,,,
Stroke,2018,Delta,27,30919,87.32494583,43.8637376,76.24207001
Stroke,2018,Denver,217,718184,30.21509808,32.53354646,5.06068788
Stroke,2018,Dolores,,2054,,,
Stroke,2018,Douglas,68,343326,19.80624829,29.87824072,13.44221827
Stroke,2018,Eagle,5,54891,9.108961396,15.81886573,56.31506409
Stroke,2018,Elbert,6,26272,22.83800244,31.09254745,172.360722
Stroke,2018,El Paso,227,714386,31.77553871,35.48443196,5.643446865
Stroke,2018,Fremont,26,47889,54.29221742,33.98816245,46.1718598
Stroke,2018,Garfield,20,59827,33.42972237,38.79222065,78.63567843
Stroke,2018,Gilpin,,6104,,,
Stroke,2018,Grand,,15501,,,
Stroke,2018,Gunnison,3,17188,17.4540377,21.53227569,167.0751598
Stroke,2018,Hinsdale,,794.7462606,,,
Stroke,2018,Huerfano,3,6864,43.70629371,18.54780286,114.3104089
Stroke,2018,Jackson,,1391.106754,,,
Stroke,2018,Jefferson,287,579641,49.51340571,40.89267896,5.922349135
Stroke,2018,Kiowa,,1373,,,
Stroke,2018,Kit Carson,6,7165,83.74040475,46.02708386,357.4794706
Stroke,2018,Lake,,7787,,,
Stroke,2018,La Plata,23,56371,40.80112114,40.42090254,71.60627514
Stroke,2018,Larimer,129,350842,36.7686879,32.5312854,8.346918359
Stroke,2018,Las Animas,6,14493,41.39929621,22.76342137,85.53662828
Stroke,2018,Lincoln,,5591,,,
Stroke,2018,Logan,7,21816,32.08654199,21.62309494,67.59761018
Stroke,2018,Mesa,79,153722,51.39147292,33.41783425,14.85794592
Stroke,2018,Mineral,,753.6643342,,,
Stroke,2018,Moffat,,13192,,,
Stroke,2018,Montezuma,12,26145,45.89787722,29.60883907,78.5008449
Stroke,2018,Montrose,18,42265,42.58843014,22.96000545,29.39859668
Stroke,2018,Morgan,12,28736,41.75946548,30.85690689,80.02849074
Stroke,2018,Otero,17,18377,92.50693802,57.01446249,202.2221559
Stroke,2018,Ouray,5,4808,103.9933444,56.57594157,655.7613576
Stroke,2018,Park,6,18525,32.38866397,34.51998918,262.4380021
Stroke,2018,Phillips,,4275,,,
Stroke,2018,Pitkin,,17947,,,
Stroke,2018,Prowers,,12051,,,
Stroke,2018,Pueblo,77,167129,46.07219573,33.02811113,14.90756717
Stroke,2018,Rio Blanco,,6333,,,
Stroke,2018,Rio Grande,5,11238,44.49190247,27.73044101,154.0398161
Stroke,2018,Routt,7,25506,27.44452286,32.75543644,169.4502823
Stroke,2018,Saguache,,6853,,,
Stroke,2018,San Juan,,759.769602,,,
Stroke,2018,San Miguel,,8173,,,
Stroke,2018,Sedgwick,,2266,,,
Stroke,2018,Summit,5,30813,16.22691721,17.89482352,66.52656888
Stroke,2018,Teller,4,25094,15.94006535,11.85344481,37.40215118
Stroke,2018,Washington,3,4721,63.54585893,36.27368858,456.4363062
Stroke,2018,Weld,89,314169,28.32870207,32.52739966,12.04882744
Stroke,2018,Yuma,,9973,,,
Stroke,2018,Unknown,,,,,
Stroke,2019,Colorado,1982,5763936.224,34.38622363,32.78695661,0.549240549
Stroke,2019,Adams,151,517885,29.15705224,38.44130607,10.00365912
Stroke,2019,Alamosa,6,16181,37.08052654,40.95929154,281.143704
Stroke,2019,Arapahoe,196,656822,29.84065698,30.60238279,4.859324116
Stroke,2019,Archuleta,10,14002,71.4183688,44.89260427,200.9101502
Stroke,2019,Baca,3,3556,84.36445444,32.55738891,376.9653019
Stroke,2019,Bent,3,5798,51.74197999,26.0304128,229.6209217
Stroke,2019,Boulder,124,327164,37.9014806,35.97057463,10.56448809
Stroke,2019,Broomfield,23,70762,32.50332099,29.17868869,36.81712314
Stroke,2019,Chaffee,5,20361,24.55675065,11.56602582,26.98306302
Stroke,2019,Cheyenne,,1821.988432,,,
Stroke,2019,Clear Creek,4,9740,41.06776181,18.64019863,86.61906041
Stroke,2019,Conejos,7,8161,85.77380223,50.93317162,377.6695012
Stroke,2019,Costilla,,3872,,,
Stroke,2019,Crowley,,6032,,,
Stroke,2019,Custer,,5059,,,
Stroke,2019,Delta,22,31173,70.57389408,35.26056688,67.63431326
Stroke,2019,Denver,226,729239,30.99121139,34.20429689,5.333288194
Stroke,2019,Dolores,,2037,,,
Stroke,2019,Douglas,82,351528,23.32673358,32.05208845,13.16007782
Stroke,2019,Eagle,,55070,,,
Stroke,2019,Elbert,6,26686,22.48369932,27.53975115,129.5314038
Stroke,2019,El Paso,253,722493,35.01764031,38.45462729,5.902102117
Stroke,2019,Fremont,24,47645,50.37254696,30.02794737,38.97174816
Stroke,2019,Garfield,19,60168,31.57824757,33.11007805,60.80754591
Stroke,2019,Gilpin,4,6215,64.36041834,56.35971258,943.3743628
Stroke,2019,Grand,,15718,,,
Stroke,2019,Gunnison,4,17495,22.86367534,24.23084519,164.317973
Stroke,2019,Hinsdale,,810.6457411,,,
Stroke,2019,Huerfano,,6854,,,
Stroke,2019,Jackson,,1381.20671,,,
Stroke,2019,Jefferson,252,583081,43.21869517,35.66957338,5.149816883
Stroke,2019,Kiowa,,1395,,,
Stroke,2019,Kit Carson,,7128,,,
Stroke,2019,Lake,,8081,,,
Stroke,2019,La Plata,22,56272,39.0958203,33.92489983,54.13964335
Stroke,2019,Larimer,148,356938,41.46378363,35.7843692,8.722518944
Stroke,2019,Las Animas,7,14493,48.29917891,24.89660607,88.48812733
Stroke,2019,Lincoln,4,5692,70.27406887,32.40524913,257.0393648
Stroke,2019,Logan,5,21914,22.81646436,15.98216194,51.65796824
Stroke,2019,Mesa,83,154933,53.57154383,34.70653328,15.2352816
Stroke,2019,Mineral,,745.1838051,,,
Stroke,2019,Moffat,3,13252,22.63809236,20.89250136,147.0530643
Stroke,2019,Montezuma,15,26160,57.33944954,32.84129983,72.92259179
Stroke,2019,Montrose,18,42765,42.09049456,22.43306329,28.02142235
Stroke,2019,Morgan,10,28984,34.50179409,25.93833193,69.71364216
Stroke,2019,Otero,9,18281,49.23144248,32.90425678,139.7463528
Stroke,2019,Ouray,,4934,,,
Stroke,2019,Park,,18844,,,
Stroke,2019,Phillips,,4278,,,
Stroke,2019,Pitkin,,17756,,,
Stroke,2019,Prowers,5,12122,41.24731892,30.63436009,189.3919762
Stroke,2019,Pueblo,72,168110,42.82909999,30.77586074,13.6356251
Stroke,2019,Rio Blanco,,6307,,,
Stroke,2019,Rio Grande,6,11238,53.39028297,33.0763581,183.1585392
Stroke,2019,Routt,7,25652,27.2883206,33.31482068,164.4648517
Stroke,2019,Saguache,,6824,,,
Stroke,2019,San Juan,,721.3633718,,,
Stroke,2019,San Miguel,,8174,,,
Stroke,2019,Sedgwick,,2225.836381,,,
Stroke,2019,Summit,7,30983,22.59303489,20.95584966,66.98332454
Stroke,2019,Teller,9,25355,35.49595741,24.92796755,73.99882679
Stroke,2019,Washington,,4742,,,
Stroke,2019,Weld,92,323763,28.4158474,31.44150218,10.84217614
Stroke,2019,Yuma,8,10063,79.49915532,51.9813067,336.8362993
Stroke,2019,Unknown,,,,,
Stroke,2020,Colorado,2188,5784584,37.8246733,36.46716072,0.61734041
Stroke,2020,Adams,175,520433,33.62584617,42.1997333,10.59644552
Stroke,2020,Alamosa,10,16371,61.08362348,52.56727106,280.7529322
Stroke,2020,Arapahoe,242,655212,36.93461048,38.06474247,6.060062532
Stroke,2020,Archuleta,7,13428,52.12987787,32.07699131,159.9596525
Stroke,2020,Baca,,3478,,,
Stroke,2020,Bent,5,5477,91.29085266,55.38571429,591.6042026
Stroke,2020,Boulder,131,330923,39.58624816,37.9037335,11.06481227
Stroke,2020,Broomfield,22,74494,29.53257981,28.23973787,36.15251599
Stroke,2020,Chaffee,14,19478,71.87596262,47.03244151,194.0648151
Stroke,2020,Cheyenne,,1744,,,
Stroke,2020,Clear Creek,3,9397,31.92508247,24.20057404,260.5465652
Stroke,2020,Conejos,4,7454,53.66246311,46.13839714,577.5877392
Stroke,2020,Costilla,,3503,,,
Stroke,2020,Crowley,,5696,,,
Stroke,2020,Custer,3,4720,63.55932203,35.18540368,480.9577341
Stroke,2020,Delta,25,31052,80.51011207,45.35975388,87.15259807
Stroke,2020,Denver,229,717545,31.91437471,36.28209308,5.831908135
Stroke,2020,Dolores,,2078,,,
Stroke,2020,Douglas,73,360272,20.26246836,24.72280254,8.635807024
Stroke,2020,Eagle,7,55667,12.574775,19.57631347,62.62289668
Stroke,2020,Elbert,10,26220,38.13882532,42.1383037,186.5428827
Stroke,2020,El Paso,303,732366,41.37275625,43.00415142,6.217537986
Stroke,2020,Fremont,26,48881,53.19040118,30.82014088,36.84141893
Stroke,2020,Garfield,8,61791,12.94686929,14.78961239,28.50953961
Stroke,2020,Gilpin,,5823,,,
Stroke,2020,Grand,,15748,,,
Stroke,2020,Gunnison,3,16946,17.70329281,18.99832099,126.4669468
Stroke,2020,Hinsdale,,792,,,
Stroke,2020,Huerfano,4,6833,58.53944095,26.03675322,172.6927261
Stroke,2020,Jackson,,1378,,,
Stroke,2020,Jefferson,241,583063,41.33344081,33.53827879,4.714694512
Stroke,2020,Kiowa,,1454,,,
Stroke,2020,Kit Carson,8,7067,113.2022074,71.94020029,650.6438743
Stroke,2020,Lake,,7412,,,
Stroke,2020,La Plata,21,55668,37.72364734,34.18090048,57.77012606
Stroke,2020,Larimer,170,359920,47.23271838,39.33998639,9.218481589
Stroke,2020,Las Animas,8,14479,55.25243456,36.83156641,206.8431899
Stroke,2020,Lincoln,3,5662,52.98481102,36.26555473,442.897222
Stroke,2020,Logan,11,21203,51.87945102,37.08042305,127.3738678
Stroke,2020,Mesa,92,155993,58.97700538,39.20986274,17.03628493
Stroke,2020,Mineral,,871,,,
Stroke,2020,Moffat,6,13265,45.23181304,40.75610024,291.2074445
Stroke,2020,Montezuma,11,25888,42.4907293,25.96133294,62.93697356
Stroke,2020,Montrose,36,42810,84.09250175,45.76239207,57.62488272
Stroke,2020,Morgan,9,29078,30.95123461,25.09148197,73.71151249
Stroke,2020,Otero,14,18668,74.99464324,53.3336488,225.0479444
Stroke,2020,Ouray,,4876,,,
Stroke,2020,Park,,17416,,,
Stroke,2020,Phillips,,4523,,,
Stroke,2020,Pitkin,,17355,,,
Stroke,2020,Prowers,11,12012,91.57509158,68.73603023,438.565917
Stroke,2020,Pueblo,102,168311,60.60209969,45.88980535,21.78226101
Stroke,2020,Rio Blanco,4,6521,61.34028523,45.61022376,535.0803869
Stroke,2020,Rio Grande,4,11536,34.6740638,22.96464315,130.9269047
Stroke,2020,Routt,5,24834,20.13368769,23.62884753,119.9365055
Stroke,2020,Saguache,,6390,,,
Stroke,2020,San Juan,,711,,,
Stroke,2020,San Miguel,,8055,,,
Stroke,2020,Sedgwick,,2391,,,
Stroke,2020,Summit,9,30996,29.03600465,84.70935866,950.3217654
Stroke,2020,Teller,12,24745,48.49464538,37.34618976,141.9197404
Stroke,2020,Washington,,4811,,,
Stroke,2020,Weld,85,331423,25.64698286,30.28912439,11.08741821
Stroke,2020,Yuma,5,9977,50.11526511,33.5968027,226.9600051
Stroke,2020,Unknown,,,,,
Stroke,2021,Colorado,2044,5811121,35.17393632,33.67615095,0.564441372
Stroke,2021,Adams,177,523433,33.81521608,42.99241665,10.782929
Stroke,2021,Alamosa,6,16574,36.20127911,32.63576023,179.757583
Stroke,2021,Arapahoe,201,656768,30.60441434,31.22585241,4.92379616
Stroke,2021,Archuleta,10,13813,72.39556939,47.59303761,233.5466446
Stroke,2021,Baca,,3491,,,
Stroke,2021,Bent,3,5339,56.19029781,39.07664822,520.5194667
Stroke,2021,Boulder,129,327096,39.43796317,37.58801506,11.05218552
Stroke,2021,Broomfield,16,75419,21.21481324,21.02402902,27.72478646
Stroke,2021,Chaffee,4,19737,20.26650454,11.30481129,32.93502308
Stroke,2021,Cheyenne,,1717,,,
Stroke,2021,Clear Creek,4,9459,42.28776826,37.40163051,391.578791
Stroke,2021,Conejos,3,7589,39.53089999,25.93436463,224.6058308
Stroke,2021,Costilla,,3617,,,
Stroke,2021,Crowley,,5736,,,
Stroke,2021,Custer,3,5062,59.2651126,19.13379966,128.0110324
Stroke,2021,Delta,25,31390,79.64319847,41.18150708,67.60023685
Stroke,2021,Denver,196,711408,27.55099746,30.80740476,4.927255009
Stroke,2021,Dolores,,2122,,,
Stroke,2021,Douglas,95,369787,25.69046505,30.67243724,10.2495552
Stroke,2021,Eagle,8,55791,14.33923034,24.58116668,85.25565696
Stroke,2021,Elbert,9,27150,33.14917127,27.11464654,92.94304541
Stroke,2021,El Paso,276,737239,37.4369777,39.79203081,5.816876354
Stroke,2021,Fremont,22,49241,44.67821531,27.08264101,35.04140732
Stroke,2021,Garfield,17,62098,27.37608297,31.80776676,60.89603888
Stroke,2021,Gilpin,,5894,,,
Stroke,2021,Grand,3,15861,18.91431814,18.06666778,122.9178662
Stroke,2021,Gunnison,3,17290,17.35106998,22.40268723,168.5093758
Stroke,2021,Hinsdale,,778,,,
Stroke,2021,Huerfano,8,6948,115.1410478,51.0302344,332.4329064
Stroke,2021,Jackson,,1358,,,
Stroke,2021,Jefferson,223,580751,38.39855635,30.5528235,4.243143198
Stroke,2021,Kiowa,,1453,,,
Stroke,2021,Kit Carson,,6930,,,
Stroke,2021,Lake,,7399,,,
Stroke,2021,La Plata,24,56171,42.72667391,37.64981366,62.36741963
Stroke,2021,Larimer,166,362791,45.75637213,40.37831029,9.91872488
Stroke,2021,Las Animas,8,14331,55.82304096,31.34719319,123.2115582
Stroke,2021,Lincoln,3,5475,54.79452055,36.10822567,433.4316178
Stroke,2021,Logan,9,20990,42.87756074,28.75824873,93.18551401
Stroke,2021,Mesa,105,157437,66.693344,45.90958777,20.99412814
Stroke,2021,Mineral,,927,,,
Stroke,2021,Moffat,3,13161,22.79462047,20.81955352,144.3401481
Stroke,2021,Montezuma,10,26250,38.0952381,25.15010587,69.74896155
Stroke,2021,Montrose,19,43237,43.94384439,25.54025053,36.83909573
Stroke,2021,Morgan,7,29010,24.12961048,20.00937806,58.6449415
Stroke,2021,Otero,9,18524,48.58561866,29.99597699,100.6370557
Stroke,2021,Ouray,,5051,,,
Stroke,2021,Park,3,17737,16.91379602,12.18522865,54.72894946
Stroke,2021,Phillips,3,4498,66.69630947,23.316846,178.5003166
Stroke,2021,Pitkin,,17338,,,
Stroke,2021,Prowers,4,11985,33.37505215,27.58634487,191.4070961
Stroke,2021,Pueblo,94,169267,55.53356531,40.17864616,18.25870539
Stroke,2021,Rio Blanco,5,6442,77.61564731,71.6133294,1009.31331
Stroke,2021,Rio Grande,8,11406,70.13852358,44.49842702,250.6658968
Stroke,2021,Routt,3,25065,11.96888091,13.16470543,66.57108043
Stroke,2021,Saguache,,6508,,,
Stroke,2021,San Juan,,741,,,
Stroke,2021,San Miguel,,8078,,,
Stroke,2021,Sedgwick,4,2330,171.6738197,111.1805585,4819.2883
Stroke,2021,Summit,4,30999,12.90364205,22.43329033,189.8357329
Stroke,2021,Teller,13,24949,52.10629685,54.59236856,257.0404746
Stroke,2021,Washington,,4871,,,
Stroke,2021,Weld,72,339883,21.18376029,24.58160986,8.682732237
Stroke,2021,Yuma,8,9931,80.55583526,54.0944087,365.2226577
Stroke,2021,Unknown,,,,,
Stroke,2022,Colorado,2093,5840234,35.83760514,33.3137085,0.537651724
Stroke,2022,Adams,155,527308,29.39458533,35.74524671,8.537559798
Stroke,2022,Alamosa,8,16576,48.26254826,40.69457337,209.1195758
Stroke,2022,Arapahoe,241,656191,36.72711147,36.22023238,5.513463041
Stroke,2022,Archuleta,6,13988,42.89390907,23.91158424,104.6973057
Stroke,2022,Baca,,3430,,,
Stroke,2022,Bent,,5435,,,
Stroke,2022,Boulder,134,327372,40.9320284,37.28802256,10.42294833
Stroke,2022,Broomfield,21,76164,27.5720813,25.16976128,30.34441942
Stroke,2022,Chaffee,14,20255,69.11873612,37.91727261,104.4397693
