cause_of_death,year_of_death,county_of_residence,deaths,population,crude_rate,age_adjusted_rate,variance
All-site Cancer,2020,Washington,13,4811,270.2140927,172.7483864,2462.35786
All-site Cancer,2020,Weld,435,331423,131.2522064,139.6958851,46.68852953
All-site Cancer,2020,Yuma,22,9977,220.5071665,173.6343741,1432.859348
All-site Cancer,2020,Unknown,,,,,
All-site Cancer,2021,Colorado,8065,5811121,138.7856147,123.0912428,1.940118101
All-site Cancer,2021,Adams,647,523433,123.6070328,137.8997263,30.93232685
All-site Cancer,2021,Alamosa,20,16574,120.6709304,100.3378982,521.7750147
All-site Cancer,2021,Arapahoe,853,656768,129.878435,121.7723242,17.9062271
All-site Cancer,2021,Archuleta,32,13813,231.6658221,130.0657191,566.2259339
All-site Cancer,2021,Baca,13,3491,372.3861358,218.5422148,4328.669632
All-site Cancer,2021,Bent,12,5339,224.7611912,154.5731368,2049.04954
All-site Cancer,2021,Boulder,388,327096,118.6196102,103.3261845,28.37637352
All-site Cancer,2021,Broomfield,80,75419,106.0740662,94.13723296,113.0156931
All-site Cancer,2021,Chaffee,28,19737,141.8655317,91.37728236,333.350409
All-site Cancer,2021,Cheyenne,3,1717,174.7233547,106.0402808,3854.891515
All-site Cancer,2021,Clear Creek,14,9459,148.0071889,89.48226707,682.193966
All-site Cancer,2021,Conejos,15,7589,197.6544999,123.8851785,1029.300833
All-site Cancer,2021,Costilla,6,3617,165.8833287,77.56898747,1004.346011
All-site Cancer,2021,Crowley,7,5736,122.0362622,122.7521295,2186.877908
All-site Cancer,2021,Custer,12,5062,237.0604504,138.2834452,2475.128929
All-site Cancer,2021,Delta,82,31390,261.229691,138.0771024,257.6785694
All-site Cancer,2021,Denver,808,711408,113.5775814,123.6692665,19.36059419
All-site Cancer,2021,Dolores,4,2122,188.5014138,92.57311229,2140.485621
All-site Cancer,2021,Douglas,433,369787,117.0944355,118.7029658,34.5900999
All-site Cancer,2021,Eagle,41,55791,73.4885555,87.60445057,225.7430811
All-site Cancer,2021,Elbert,26,27150,95.76427256,73.67736997,232.9717096
All-site Cancer,2021,El Paso,963,737239,130.6224983,124.6161653,16.74262481
All-site Cancer,2021,Fremont,116,49241,235.5760444,137.7137808,170.0283809
All-site Cancer,2021,Garfield,75,62098,120.7768366,130.3803921,235.4640579
All-site Cancer,2021,Gilpin,6,5894,101.7984391,98.00003565,2414.580668
All-site Cancer,2021,Grand,20,15861,126.0954543,106.4152832,656.9907956
All-site Cancer,2021,Gunnison,23,17290,133.0248699,127.238058,768.7410057
All-site Cancer,2021,Hinsdale,,778,,,
All-site Cancer,2021,Huerfano,20,6948,287.8526195,136.0420284,1295.058991
All-site Cancer,2021,Jackson,5,1358,368.1885125,222.9323327,9367.077834
All-site Cancer,2021,Jefferson,928,580751,159.7930955,122.5274783,16.67748044
All-site Cancer,2021,Kiowa,5,1453,344.1156229,252.1851269,15156.22075
All-site Cancer,2021,Kit Carson,17,6930,245.3102453,156.6552475,1515.323955
All-site Cancer,2021,Lake,7,7399,94.60737938,118.0469688,2256.466961
All-site Cancer,2021,La Plata,70,56171,124.6194656,91.09143106,128.76007
All-site Cancer,2021,Larimer,528,362791,145.5383403,119.1167226,27.89727464
All-site Cancer,2021,Las Animas,46,14331,320.9824855,170.3411823,660.3137011
All-site Cancer,2021,Lincoln,13,5475,237.4429224,170.639788,2232.939229
All-site Cancer,2021,Logan,39,20990,185.8027632,132.9510494,464.4653364
All-site Cancer,2021,Mesa,296,157437,188.0117126,125.9149832,56.59799468
All-site Cancer,2021,Mineral,,927,,,
All-site Cancer,2021,Moffat,27,13161,205.1515842,167.1446342,1077.368789
All-site Cancer,2021,Montezuma,57,26250,217.1428571,137.4587803,356.0700249
All-site Cancer,2021,Montrose,79,43237,182.7138793,105.355849,151.8165265
All-site Cancer,2021,Morgan,58,29010,199.9310583,161.8785016,466.7039015
All-site Cancer,2021,Otero,36,18524,194.3424746,136.0525297,569.2410414
All-site Cancer,2021,Ouray,7,5051,138.5864185,86.70905381,1778.831805
All-site Cancer,2021,Park,24,17737,135.3103682,95.49717386,479.636057
All-site Cancer,2021,Phillips,13,4498,289.017341,169.2190226,2646.333185
All-site Cancer,2021,Pitkin,20,17338,115.3535587,83.62352167,373.0872304
All-site Cancer,2021,Prowers,38,11985,317.0629954,240.1111355,1602.686547
All-site Cancer,2021,Pueblo,397,169267,234.5406961,158.8203798,66.89037306
All-site Cancer,2021,Rio Blanco,8,6442,124.1850357,89.72367725,1037.652489
All-site Cancer,2021,Rio Grande,19,11406,166.5789935,104.3487237,612.5796949
All-site Cancer,2021,Routt,27,25065,107.7199282,97.10967432,391.2023845
All-site Cancer,2021,Saguache,13,6508,199.7541487,135.799443,1593.074517
All-site Cancer,2021,San Juan,,741,,,
All-site Cancer,2021,San Miguel,7,8078,86.65511265,99.92851737,1494.678096
All-site Cancer,2021,Sedgwick,5,2330,214.5922747,92.63824039,1791.154476
All-site Cancer,2021,Summit,19,30999,61.29229975,92.94789226,737.3128213
All-site Cancer,2021,Teller,52,24949,208.4251874,120.8872703,357.5940225
All-site Cancer,2021,Washington,11,4871,225.826319,131.9650762,1575.867958
All-site Cancer,2021,Weld,424,339883,124.7488106,131.2255313,42.33598923
All-site Cancer,2021,Yuma,22,9931,221.528547,160.0890647,1170.036945
All-site Cancer,2021,Unknown,,,,,
All-site Cancer,2022,Colorado,8321,5840234,142.4771679,123.1145009,1.868654769
All-site Cancer,2022,Adams,637,527308,120.8022636,131.6531687,28.38953787
All-site Cancer,2022,Alamosa,24,16576,144.7876448,120.8238515,627.0805997
All-site Cancer,2022,Arapahoe,866,656191,131.9737698,122.8193989,17.77862999
All-site Cancer,2022,Archuleta,29,13988,207.3205605,123.9570964,639.2459961
All-site Cancer,2022,Baca,12,3430,349.8542274,150.9397871,1969.67727
All-site Cancer,2022,Bent,6,5435,110.3955842,83.35813251,1189.581047
All-site Cancer,2022,Boulder,429,327372,131.0435835,111.1632734,29.40512197
All-site Cancer,2022,Broomfield,88,76164,115.5401502,99.52204199,114.0498908
All-site Cancer,2022,Chaffee,38,20255,187.607998,96.9973698,264.3574448
All-site Cancer,2022,Cheyenne,5,1727,289.5193978,166.7430035,5662.692407
All-site Cancer,2022,Clear Creek,14,9355,149.6525922,88.87809632,628.9316968
All-site Cancer,2022,Conejos,17,7571,224.5410118,133.0166966,1042.023122
All-site Cancer,2022,Costilla,4,3614,110.6806862,48.02158869,575.5339961
All-site Cancer,2022,Crowley,13,5610,231.7290553,208.4430763,3527.179598
All-site Cancer,2022,Custer,14,5337,262.3196552,96.62616614,717.51667
All-site Cancer,2022,Delta,94,31571,297.7415983,152.7206278,283.8274053
All-site Cancer,2022,Denver,843,713255,118.190549,124.7840349,18.75023823
All-site Cancer,2022,Dolores,4,2205,181.4058957,88.8424624,1966.163343
All-site Cancer,2022,Douglas,439,375958,116.7683624,116.1007955,32.29929284
All-site Cancer,2022,Eagle,38,55244,68.78575049,82.56020068,211.8784784
All-site Cancer,2022,Elbert,47,27820,168.9432063,133.9617681,433.2452663
All-site Cancer,2022,El Paso,1035,740539,139.7630645,131.5761496,17.18355232
All-site Cancer,2022,Fremont,111,49576,223.8986606,132.4356214,172.243033
All-site Cancer,2022,Garfield,69,62282,110.786423,109.4274477,181.342308
All-site Cancer,2022,Gilpin,8,5897,135.6622011,80.0008871,885.0233325
All-site Cancer,2022,Grand,22,15746,139.7180236,102.9768789,559.7572312
All-site Cancer,2022,Gunnison,18,17312,103.974122,98.37599014,588.4707372
All-site Cancer,2022,Hinsdale,,779,,,
All-site Cancer,2022,Huerfano,22,7100,309.8591549,137.1875368,860.4260419
All-site Cancer,2022,Jackson,3,1313,228.4843869,124.690535,5187.254586
All-site Cancer,2022,Jefferson,895,576079,155.3606363,116.9173813,15.71610733
All-site Cancer,2022,Kiowa,6,1428,420.1680672,242.2447374,9853.910863
All-site Cancer,2022,Kit Carson,15,7000,214.2857143,144.804224,1486.974331
All-site Cancer,2022,Lake,4,7345,54.45881552,56.61727683,871.0969315
All-site Cancer,2022,La Plata,89,56550,157.382847,110.8871296,152.0787953
All-site Cancer,2022,Larimer,544,367702,147.945891,116.6272644,25.62011803
All-site Cancer,2022,Las Animas,56,14298,391.6631697,203.8895447,775.5084492
All-site Cancer,2022,Lincoln,17,5518,308.0826386,225.3817853,3101.549409
All-site Cancer,2022,Logan,28,20799,134.6218568,98.90761182,363.3223171
All-site Cancer,2022,Mesa,324,158511,204.4022181,132.7700508,57.61493593
All-site Cancer,2022,Mineral,3,925,324.3243243,266.4115355,26873.23315
All-site Cancer,2022,Moffat,23,13164,174.7189304,138.5783218,887.3014968
All-site Cancer,2022,Montezuma,58,26474,219.0828738,126.2260411,294.9686608
All-site Cancer,2022,Montrose,94,43801,214.6069724,116.8993148,155.6684446
All-site Cancer,2022,Morgan,60,29281,204.9110345,170.5216343,501.6973778
All-site Cancer,2022,Otero,44,18271,240.8187839,153.2543772,562.7363786
All-site Cancer,2022,Ouray,16,5090,314.3418468,193.0781147,2979.185982
All-site Cancer,2022,Park,40,17902,223.4387219,164.4187228,879.3860122
All-site Cancer,2022,Phillips,11,4434,248.082995,134.7046449,1993.47172
All-site Cancer,2022,Pitkin,13,16842,77.18798243,60.01037553,291.0367997
All-site Cancer,2022,Prowers,28,11855,236.1872628,170.0900553,1060.782664
All-site Cancer,2022,Pueblo,371,169350,219.0729259,148.1967129,62.30337478
All-site Cancer,2022,Rio Blanco,15,6551,228.9726759,172.176385,2090.874799
All-site Cancer,2022,Rio Grande,27,11328,238.3474576,143.5593385,847.3835001
All-site Cancer,2022,Routt,29,25087,115.5977199,80.75768789,254.9024467
All-site Cancer,2022,Saguache,17,6621,256.7587978,149.5682071,1479.149829
All-site Cancer,2022,San Juan,,801,,,
All-site Cancer,2022,San Miguel,8,7994,100.0750563,82.6804044,944.5305629
All-site Cancer,2022,Sedgwick,7,2296,304.8780488,135.0891737,2675.213537
All-site Cancer,2022,Summit,22,30629,71.82735316,87.68453275,517.220062
All-site Cancer,2022,Teller,50,24849,201.2153407,112.4008208,294.7494361
All-site Cancer,2022,Washington,14,4837,289.4356006,201.7593744,3245.564887
All-site Cancer,2022,Weld,425,350175,121.3678875,123.8328329,37.55835167
All-site Cancer,2022,Yuma,16,9917,161.3391147,108.7431679,731.954599
All-site Cancer,2022,Unknown,,,,,
All-site Cancer,2023,Colorado,8411,5876300,143.1342852,120.7637083,1.773372015
All-site Cancer,2023,Adams,655,533580,122.7557255,129.3250377,26.48333652
All-site Cancer,2023,Alamosa,31,16648,186.2085536,157.5581032,839.1456175
All-site Cancer,2023,Arapahoe,932,655760,142.1251677,127.353138,17.68503956
All-site Cancer,2023,Archuleta,31,14178,218.6486105,114.945516,500.3382431
All-site Cancer,2023,Baca,12,3374,355.6609366,180.592747,2737.231005
All-site Cancer,2023,Bent,16,5686,281.3928948,190.5035218,2267.453701
All-site Cancer,2023,Boulder,432,326663,132.2463824,108.1680534,27.64438912
All-site Cancer,2023,Broomfield,94,76853,122.3114257,103.1190844,113.6324035
All-site Cancer,2023,Chaffee,24,20598,116.5161666,59.65145632,151.5080955
All-site Cancer,2023,Cheyenne,3,1719,174.5200698,142.2943425,7726.016436
All-site Cancer,2023,Clear Creek,11,9153,120.1791762,106.9676964,1203.556952
All-site Cancer,2023,Conejos,20,7497,266.773376,182.0856112,1837.021997
All-site Cancer,2023,Costilla,15,3636,412.5412541,206.9584586,3488.691012
All-site Cancer,2023,Crowley,9,5638,159.6310749,119.823037,1636.120833
All-site Cancer,2023,Custer,9,5546,162.2791201,66.84418817,534.3752061
All-site Cancer,2023,Delta,79,31778,248.5996601,130.2375695,257.9043478
All-site Cancer,2023,Denver,859,715636,120.0330895,122.7778352,17.71059943
All-site Cancer,2023,Dolores,6,2270,264.3171806,142.1725857,3313.348684
All-site Cancer,2023,Douglas,404,383911,105.2327232,101.5918075,26.73928696
All-site Cancer,2023,Eagle,55,54411,101.0825017,114.8968598,283.853573
All-site Cancer,2023,Elbert,44,28795,152.8043063,114.1298072,324.7728132
All-site Cancer,2023,El Paso,1044,744153,140.2937299,129.0142205,16.34026734
All-site Cancer,2023,Fremont,108,50359,214.4601759,125.127586,158.4196799
All-site Cancer,2023,Garfield,85,62722,135.5186378,119.6705842,176.4019535
All-site Cancer,2023,Gilpin,4,5925,67.51054852,30.45390188,230.7907795
All-site Cancer,2023,Grand,18,15971,112.7042765,78.89692152,404.2775197
All-site Cancer,2023,Gunnison,21,17321,121.2401132,113.7477281,663.4892563
All-site Cancer,2023,Hinsdale,,772,,,
All-site Cancer,2023,Huerfano,24,7063,339.7989523,182.9495354,2104.779249
All-site Cancer,2023,Jackson,,1311,,,
All-site Cancer,2023,Jefferson,934,576381,162.0455914,117.8280211,15.11746231
All-site Cancer,2023,Kiowa,4,1376,290.6976744,172.0889777,7381.651325
All-site Cancer,2023,Kit Carson,22,7007,313.9717425,206.3579487,2029.166781
All-site Cancer,2023,Lake,8,7376,108.4598699,100.6969765,1397.355415
All-site Cancer,2023,La Plata,86,56453,152.339114,100.2082777,126.8225136
All-site Cancer,2023,Larimer,518,370639,139.7586331,109.6567771,23.91036887
All-site Cancer,2023,Las Animas,34,14373,236.5546511,133.6658658,589.1049333
All-site Cancer,2023,Lincoln,8,5500,145.4545455,106.1821765,1397.065728
All-site Cancer,2023,Logan,46,20607,223.2251177,159.1462136,581.7303327
All-site Cancer,2023,Mesa,336,159637,210.4775209,133.1977667,56.78310589
All-site Cancer,2023,Mineral,,935,,,
All-site Cancer,2023,Moffat,21,13317,157.6931741,127.1263144,786.3908283
All-site Cancer,2023,Montezuma,69,26563,259.7598163,142.6005544,324.0528363
All-site Cancer,2023,Montrose,126,44167,285.2808658,159.267857,230.1763313
All-site Cancer,2023,Morgan,41,29559,138.7056396,113.1158254,323.4389774
All-site Cancer,2023,Otero,35,18115,193.2100469,117.1858922,394.0548248
All-site Cancer,2023,Ouray,14,5160,271.3178295,150.3385133,1830.873214
All-site Cancer,2023,Park,31,18101,171.2612563,106.7280893,475.2002347
All-site Cancer,2023,Phillips,13,4465,291.1534155,177.8679928,2747.266234
All-site Cancer,2023,Pitkin,22,16642,132.1956496,94.04894441,464.4575065
All-site Cancer,2023,Prowers,27,11745,229.8850575,179.4107783,1260.410055
All-site Cancer,2023,Pueblo,345,169427,203.627521,134.783818,55.69731461
All-site Cancer,2023,Rio Blanco,11,6576,167.2749392,132.0484639,1613.412527
All-site Cancer,2023,Rio Grande,22,11210,196.2533452,134.3405964,919.3758958
All-site Cancer,2023,Routt,29,25064,115.7037983,106.8988433,433.0501572
All-site Cancer,2023,Saguache,18,6681,269.4207454,174.5843553,1799.456807
All-site Cancer,2023,San Juan,,803,,,
All-site Cancer,2023,San Miguel,10,7855,127.3074475,86.52661404,813.9493822
All-site Cancer,2023,Sedgwick,8,2313,345.871163,200.732564,6648.143769
All-site Cancer,2023,Summit,26,30441,85.41112316,90.7485674,464.099936
All-site Cancer,2023,Teller,52,24631,211.1160732,131.6941269,407.3644679
All-site Cancer,2023,Washington,11,4843,227.131943,124.2408107,1390.941559
All-site Cancer,2023,Weld,417,359530,115.9847579,119.2463333,35.2303599
All-site Cancer,2023,Yuma,20,9881,202.4086631,145.2199971,1080.286691
All-site Cancer,2023,Unknown,,,,,
Heart Disease,1980,Colorado,305,2907630.05,10.48964259,14.49416427,0.736146028
Heart Disease,1980,Adams,24,247406.8,9.700622618,17.95510606,17.16473329
Heart Disease,1980,Alamosa,,11921.46,,,
Heart Disease,1980,Arapahoe,25,297787.52,8.395247726,14.6512189,10.84550324
Heart Disease,1980,Archuleta,,3779.08,,,
Heart Disease,1980,Baca,,5452.13,,,
Heart Disease,1980,Bent,,5989.7,,,
Heart Disease,1980,Boulder,16,190728.21,8.388900625,14.07057357,13.10277898
Heart Disease,1980,Broomfield,,,,,
Heart Disease,1980,Chaffee,,13339.31,,,
Heart Disease,1980,Cheyenne,,2211.44,,,
Heart Disease,1980,Clear Creek,,7394.67,,,
Heart Disease,1980,Conejos,,7821.28,,,
Heart Disease,1980,Costilla,,3114.9,,,
Heart Disease,1980,Crowley,,3028.33,,,
Heart Disease,1980,Custer,,1580.55,,,
Heart Disease,1980,Delta,5,21521.27,23.23282966,20.29329078,84.34711021
Heart Disease,1980,Denver,69,493399.29,13.9846168,14.79839855,3.267421737
Heart Disease,1980,Dolores,,1708.76,,,
Heart Disease,1980,Douglas,,25670.89,,,
Heart Disease,1980,Eagle,,13455.9,,,
Heart Disease,1980,Elbert,,6949.88,,,
Heart Disease,1980,El Paso,27,312019.36,8.653309205,15.9718275,10.08267999
Heart Disease,1980,Fremont,4,28890.47,13.84539608,10.04722783,25.47884931
Heart Disease,1980,Garfield,,23044.72,,,
Heart Disease,1980,Gilpin,,2522.5,,,
Heart Disease,1980,Grand,,7577.8,,,
Heart Disease,1980,Gunnison,,10730.48,,,
Heart Disease,1980,Hinsdale,,463.92,,,
Heart Disease,1980,Huerfano,,6462.66,,,
Heart Disease,1980,Jackson,,1941.72,,,
Heart Disease,1980,Jefferson,32,374729.65,8.539489736,15.56648405,8.891831705
Heart Disease,1980,Kiowa,,1995.77,,,
Heart Disease,1980,Kit Carson,,7627.3,,,
Heart Disease,1980,Lake,,8906.23,,,
Heart Disease,1980,La Plata,3,27246.7,11.0105077,17.27166331,103.7246426
Heart Disease,1980,Larimer,17,150151.25,11.32191707,17.65069289,19.00404149
Heart Disease,1980,Las Animas,,14987.65,,,
Heart Disease,1980,Lincoln,,4677.48,,,
Heart Disease,1980,Logan,3,19841.5,15.11982461,17.4481134,103.5114307
Heart Disease,1980,Mesa,9,82684.09,10.88480263,10.71988433,13.47004943
Heart Disease,1980,Mineral,,870.82,,,
Heart Disease,1980,Moffat,,13284.92,,,
Heart Disease,1980,Montezuma,,16772.51,,,
Heart Disease,1980,Montrose,6,24533.29,24.45656494,26.6378121,124.2810766
Heart Disease,1980,Morgan,,22542.93,,,
Heart Disease,1980,Otero,,22603.7,,,
Heart Disease,1980,Ouray,,1996.69,,,
Heart Disease,1980,Park,,5506.93,,,
Heart Disease,1980,Phillips,,4578.06,,,
Heart Disease,1980,Pitkin,8,10300.71,77.66454934,41.8281825,275.8992294
Heart Disease,1980,Prowers,3,13119.92,22.86599309,23.48335539,185.6157203
Heart Disease,1980,Pueblo,13,125782.41,10.33530841,11.9882651,11.53268546
Heart Disease,1980,Rio Blanco,3,6426.7,46.68025581,72.58247021,2122.570338
Heart Disease,1980,Rio Grande,,10625.53,,,
Heart Disease,1980,Routt,,13463.33,,,
Heart Disease,1980,Saguache,,4014.7,,,
Heart Disease,1980,San Juan,,907.65,,,
Heart Disease,1980,San Miguel,,3232.73,,,
Heart Disease,1980,Sedgwick,,3301.67,,,
Heart Disease,1980,Summit,,8971.76,,,
Heart Disease,1980,Teller,,8199.68,,,
Heart Disease,1980,Washington,,5332.07,,,
Heart Disease,1980,Weld,7,123601.26,5.663372687,8.97664506,11.71882847
Heart Disease,1980,Yuma,4,9741.68,41.06067947,33.41393041,279.1604942
Heart Disease,1980,Unknown,,,,,
Heart Disease,1981,Colorado,297,2980382.46,9.965164001,13.42799098,0.652900983
Heart Disease,1981,Adams,16,253076.85,6.322190275,9.175720984,6.432444848
Heart Disease,1981,Alamosa,,12229.52,,,
Heart Disease,1981,Arapahoe,24,315589.34,7.604819605,15.10815515,12.1900938
Heart Disease,1981,Archuleta,,4057.5,,,
Heart Disease,1981,Baca,,5402.54,,,
Heart Disease,1981,Bent,,5986.59,,,
Heart Disease,1981,Boulder,15,194960.03,7.693884741,11.37326679,9.68790617
Heart Disease,1981,Broomfield,,,,,
Heart Disease,1981,Chaffee,,13606.54,,,
Heart Disease,1981,Cheyenne,,2257.01,,,
Heart Disease,1981,Clear Creek,,7559.47,,,
